Casemasterid,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
20324,3.00E+17,202400001,03-04-2024,1151,281,2,1,3,11,1,19,2024-04-03 02:39:00,2024-04-03 10:39:00,2024-04-03 10:39:00,17.997813,77.475532,Complainant reported an incident of sexual harassment near a commercial complex.
3876,3.00E+17,202400002,21-09-2024,742,281,2,2,2,5,2,21,2024-09-19 11:48:00,2024-09-20 08:48:00,2024-09-21 10:48:00,18.003222,77.475567,Complainant reported theft of personal property from a residential colony.
6715,3.00E+17,202400003,14-10-2024,1238,281,2,2,1,3,2,347,2024-10-14 03:15:00,2024-10-14 14:15:00,2024-10-14 23:15:00,17.996422,77.482065,Complainant reported a physical assault causing serious injury to the victim at the railway station area.
34926,3.00E+17,202400004,09-11-2024,62,281,2,1,1,2,3,19,2024-11-08 16:26:00,2024-11-07 21:26:00,2024-11-09 17:26:00,18.001,77.496041,Complainant stated the accused attacked the victim with intent to kill near a commercial complex.
39549,3.00E+17,202400005,20-12-2024,540,281,2,1,2,8,1,19,2024-12-19 02:53:00,2024-12-18 23:53:00,2024-12-20 02:53:00,17.97704,77.491916,Complainant reported being robbed at knife/gunpoint near a commercial complex.
560,3.00E+17,202500001,17-03-2025,91,281,2,1,1,4,4,345,2025-03-15 13:54:00,2025-03-15 13:54:00,2025-03-17 04:54:00,18.016011,77.460267,Complainant reported that the victim was forcibly taken away from the bus stand.
13104,3.00E+17,202500002,02-11-2025,586,281,2,2,2,7,2,20,2025-11-02 02:22:00,2025-11-01 06:22:00,2025-11-02 16:22:00,18.000123,77.477287,Complainant reported that unknown persons broke into the premises at a highway stretch and stole valuables.
20143,4.00E+17,202300001,01-04-2023,334,281,3,2,2,5,3,351,2023-03-31 15:09:00,2023-03-30 13:09:00,2023-04-01 04:09:00,17.989475,77.473223,Complainant reported theft of personal property from a commercial complex.
33106,4.00E+17,202400001,11-02-2024,508,281,3,2,5,16,1,352,2024-02-11 08:22:00,2024-02-10 03:22:00,2024-02-11 19:22:00,17.992444,77.498524,Complainant reported an unauthorised gathering that turned disruptive near a highway stretch.
10002,4.00E+17,202400002,23-07-2024,567,281,3,2,3,9,4,21,2024-07-22 19:23:00,2024-07-22 22:23:00,2024-07-23 22:23:00,18.012907,77.493717,Complainant reported being physically assaulted by the accused near a residential colony.
23222,4.00E+17,202400003,26-08-2024,801,281,3,2,2,6,3,352,2024-08-25 06:45:00,2024-08-26 03:45:00,2024-08-26 19:45:00,18.010767,77.46971,Complainant reported that the accused snatched a gold chain from the victim near the bus stand and fled on a two-wheeler.
35749,4.00E+17,202400004,29-10-2024,838,281,3,2,2,5,4,348,2024-10-27 05:08:00,2024-10-28 15:08:00,2024-10-29 02:08:00,17.998305,77.485895,Complainant reported theft of personal property from a residential colony.
7039,4.00E+17,202500001,04-11-2025,522,281,3,1,1,4,2,345,2025-11-04 10:46:00,2025-11-04 13:46:00,2025-11-04 22:46:00,17.991329,77.488131,Complainant reported that the victim was forcibly taken away from a residential colony.
21286,8.00E+17,202300001,30-01-2023,1135,281,4,1,1,4,1,19,2023-01-30 06:55:00,2023-01-29 16:55:00,2023-01-30 08:55:00,18.001147,77.477253,Complainant reported that the victim was forcibly taken away from a residential colony.
9571,8.00E+17,202300002,11-08-2023,1253,281,4,1,1,1,4,345,2023-08-10 01:16:00,2023-08-09 13:16:00,2023-08-11 03:16:00,18.01066,77.485444,Complainant reported that the victim was found dead with injuries under suspicious circumstances near the main market.
15943,8.00E+17,202400001,04-02-2024,1026,281,4,2,1,3,2,348,2024-02-03 10:06:00,2024-02-04 07:06:00,2024-02-04 15:06:00,17.99994,77.492594,Complainant reported a physical assault causing serious injury to the victim at the bus stand.
17463,8.00E+17,202400002,14-04-2024,1306,281,4,1,3,10,2,19,2024-04-14 01:24:00,2024-04-14 18:24:00,2024-04-14 22:24:00,17.992739,77.48716,Complainant reported ongoing harassment for dowry by the accused and family.
10041,8.00E+17,202500001,24-03-2025,854,281,4,2,2,5,2,20,2025-03-23 21:19:00,2025-03-23 00:19:00,2025-03-24 07:19:00,18.009481,77.477906,Complainant reported theft of personal property from the bus stand.
37338,8.00E+17,202500002,12-10-2025,1092,281,4,2,2,5,2,20,2025-10-11 10:33:00,2025-10-11 13:33:00,2025-10-12 03:33:00,18.006811,77.46849,Complainant reported theft of personal property from a commercial complex.
7638,8.00E+17,202500003,11-11-2025,1109,281,4,1,1,1,1,19,2025-11-10 19:54:00,2025-11-09 12:54:00,2025-11-11 04:54:00,18.01279,77.479152,Complainant reported that the victim was found dead with injuries under suspicious circumstances near the bus stand.
34257,1.00E+17,202300001,10-01-2023,781,282,1,2,2,7,3,348,2023-01-09 02:29:00,2023-01-09 10:29:00,2023-01-10 01:29:00,17.930008,77.523477,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
7175,1.00E+17,202300002,29-08-2023,776,282,1,2,2,6,2,347,2023-08-27 17:23:00,2023-08-28 09:23:00,2023-08-29 04:23:00,17.928192,77.498902,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
6378,1.00E+17,202300003,04-09-2023,1149,282,1,1,1,4,2,19,2023-09-03 12:53:00,2023-09-02 19:53:00,2023-09-04 04:53:00,17.919669,77.519047,Complainant reported that the victim was forcibly taken away from the main market.
4485,1.00E+17,202300004,11-10-2023,1213,282,1,2,2,5,2,347,2023-10-10 11:36:00,2023-10-10 22:36:00,2023-10-11 04:36:00,17.922431,77.530535,Complainant reported theft of personal property from a commercial complex.
6234,1.00E+17,202300005,30-12-2023,438,282,1,2,2,5,1,352,2023-12-29 19:53:00,2023-12-29 10:53:00,2023-12-30 02:53:00,17.914416,77.529951,Complainant reported theft of personal property from the main market.
25954,1.00E+17,202300006,31-12-2023,1398,282,1,2,2,5,3,348,2023-12-31 02:45:00,2023-12-30 11:45:00,2023-12-31 05:45:00,17.937346,77.51202,Complainant reported theft of personal property from the main market.
35802,1.00E+17,202400001,07-01-2024,742,282,1,1,2,8,1,19,2024-01-05 11:23:00,2024-01-07 05:23:00,2024-01-07 05:23:00,17.929787,77.516978,Complainant reported being robbed at knife/gunpoint near a commercial complex.
8750,1.00E+17,202400002,10-03-2024,1275,282,1,2,2,7,1,352,2024-03-09 15:02:00,2024-03-10 14:02:00,2024-03-10 19:02:00,17.934859,77.52402,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
32272,1.00E+17,202500001,20-08-2025,8,282,1,1,1,1,2,345,2025-08-19 02:24:00,2025-08-18 19:24:00,2025-08-20 12:24:00,17.936378,77.51449,Complainant reported that the victim was found dead with injuries under suspicious circumstances near the railway station area.
36449,1.00E+17,202500002,26-08-2025,835,282,1,2,2,5,3,348,2025-08-24 18:01:00,2025-08-26 13:01:00,2025-08-26 14:01:00,17.9316,77.512417,Complainant reported theft of personal property from a commercial complex.
18614,1.00E+17,202500003,31-10-2025,56,282,1,2,3,9,2,351,2025-10-29 20:41:00,2025-10-29 21:41:00,2025-10-31 09:41:00,17.938314,77.495885,Complainant reported being physically assaulted by the accused near the railway station area.
24039,3.00E+17,202300001,01-04-2023,478,282,2,2,2,5,1,349,2023-03-31 09:32:00,2023-03-30 20:32:00,2023-04-01 06:32:00,17.921754,77.520419,Complainant reported theft of personal property from a residential street.
10834,3.00E+17,202300002,14-06-2023,422,282,2,2,2,5,1,348,2023-06-12 19:09:00,2023-06-14 11:09:00,2023-06-14 17:09:00,17.936944,77.511147,Complainant reported theft of personal property from the main market.
22249,3.00E+17,202300003,28-09-2023,1083,282,2,2,2,5,3,349,2023-09-28 17:59:00,2023-09-27 06:59:00,2023-09-28 20:59:00,17.93542,77.516463,Complainant reported theft of personal property from the bus stand.
7321,3.00E+17,202400001,09-01-2024,1074,282,2,2,2,5,2,20,2024-01-09 12:47:00,2024-01-08 10:47:00,2024-01-09 12:47:00,17.929838,77.505204,Complainant reported theft of personal property from a residential street.
2667,3.00E+17,202400002,11-02-2024,847,282,2,2,4,12,1,20,2024-02-11 13:46:00,2024-02-10 23:46:00,2024-02-11 18:46:00,17.937194,77.503203,Complainant reported losing money through a fraudulent online transaction.
20743,3.00E+17,202400003,12-03-2024,1442,282,2,2,2,7,4,351,2024-03-10 13:12:00,2024-03-11 02:12:00,2024-03-12 11:12:00,17.939318,77.495961,Complainant reported that unknown persons broke into the premises at a residential colony and stole valuables.
24929,3.00E+17,202400004,30-04-2024,911,282,2,2,2,6,2,21,2024-04-29 16:03:00,2024-04-29 13:03:00,2024-04-30 20:03:00,17.945527,77.517713,Complainant reported that the accused snatched a gold chain from the victim near a commercial complex and fled on a two-wheeler.
5335,3.00E+17,202400005,20-05-2024,1118,282,2,2,2,5,4,348,2024-05-19 05:11:00,2024-05-19 23:11:00,2024-05-20 18:11:00,17.937796,77.522814,Complainant reported theft of personal property from a commercial complex.
25311,3.00E+17,202400006,09-06-2024,1312,282,2,2,5,15,1,349,2024-06-07 13:10:00,2024-06-07 09:10:00,2024-06-09 03:10:00,17.95189,77.52313,Complainant reported a violent altercation involving a large group near the main market.
28511,3.00E+17,202400007,31-08-2024,238,282,2,2,5,15,2,346,2024-08-31 16:46:00,2024-08-30 08:46:00,2024-08-31 18:46:00,17.916827,77.500191,Complainant reported a violent altercation involving a large group near a residential street.
5945,3.00E+17,202400008,25-09-2024,739,282,2,2,4,12,2,346,2024-09-23 18:38:00,2024-09-24 02:38:00,2024-09-25 09:38:00,17.928988,77.513248,Complainant reported losing money through a fraudulent online transaction.
6554,3.00E+17,202400009,26-10-2024,1423,282,2,2,2,5,3,352,2024-10-24 11:31:00,2024-10-25 21:31:00,2024-10-26 08:31:00,17.940412,77.505729,Complainant reported theft of personal property from the main market.
25788,3.00E+17,202400010,29-11-2024,1251,282,2,2,2,7,2,349,2024-11-28 19:59:00,2024-11-29 02:59:00,2024-11-29 11:59:00,17.937103,77.505433,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
11972,3.00E+17,202400011,03-12-2024,1257,282,2,2,2,5,3,347,2024-12-03 19:36:00,2024-12-03 06:36:00,2024-12-03 22:36:00,17.929121,77.49892,Complainant reported theft of personal property from the main market.
30658,3.00E+17,202500001,23-11-2025,801,282,2,2,2,5,4,21,2025-11-21 20:45:00,2025-11-22 05:45:00,2025-11-23 10:45:00,17.926003,77.49947,Complainant reported theft of personal property from the railway station area.
20795,4.00E+17,202300001,05-03-2023,761,282,3,1,1,4,4,19,2023-03-05 19:26:00,2023-03-04 12:26:00,2023-03-05 20:26:00,17.925477,77.523523,Complainant reported that the victim was forcibly taken away from a residential colony.
23887,4.00E+17,202300002,08-03-2023,1250,282,3,1,2,8,2,19,2023-03-07 11:14:00,2023-03-08 12:14:00,2023-03-08 19:14:00,17.925742,77.539311,Complainant reported being robbed at knife/gunpoint near the bus stand.
19215,4.00E+17,202300003,17-10-2023,590,282,3,1,1,4,1,345,2023-10-16 07:19:00,2023-10-17 01:19:00,2023-10-17 10:19:00,17.940169,77.514835,Complainant reported that the victim was forcibly taken away from the bus stand.
8951,4.00E+17,202400001,19-05-2024,200,282,3,2,2,5,3,346,2024-05-18 00:04:00,2024-05-17 09:04:00,2024-05-19 00:04:00,17.926652,77.51999,Complainant reported theft of personal property from a residential colony.
22161,4.00E+17,202400002,23-07-2024,610,282,3,2,2,5,1,352,2024-07-22 21:41:00,2024-07-22 00:41:00,2024-07-23 20:41:00,17.929479,77.514207,Complainant reported theft of personal property from a residential colony.
7993,4.00E+17,202400003,20-10-2024,501,282,3,2,2,6,4,351,2024-10-19 01:16:00,2024-10-19 06:16:00,2024-10-20 04:16:00,17.960837,77.512026,Complainant reported that the accused snatched a gold chain from the victim near the railway station area and fled on a two-wheeler.
21714,4.00E+17,202400004,10-11-2024,580,282,3,2,1,3,3,348,2024-11-08 20:19:00,2024-11-09 15:19:00,2024-11-10 17:19:00,17.946728,77.505955,Complainant reported a physical assault causing serious injury to the victim at a residential street.
22695,4.00E+17,202400005,13-11-2024,167,282,3,2,2,5,4,351,2024-11-13 11:23:00,2024-11-12 20:23:00,2024-11-13 23:23:00,17.934886,77.530695,Complainant reported theft of personal property from a commercial complex.
33983,4.00E+17,202400006,18-11-2024,325,282,3,2,4,12,1,347,2024-11-17 01:35:00,2024-11-18 23:35:00,2024-11-18 23:35:00,17.928966,77.531111,Complainant reported losing money through a fraudulent online transaction.
33603,4.00E+17,202500001,07-01-2025,919,282,3,2,5,16,1,20,2025-01-06 07:01:00,2025-01-07 17:01:00,2025-01-07 23:01:00,17.942313,77.507362,Complainant reported an unauthorised gathering that turned disruptive near a residential colony.
35334,4.00E+17,202500002,30-04-2025,342,282,3,2,2,5,4,349,2025-04-30 15:39:00,2025-04-30 01:39:00,2025-04-30 18:39:00,17.94156,77.522712,Complainant reported theft of personal property from the railway station area.
27458,4.00E+17,202500003,27-05-2025,324,282,3,1,1,4,4,345,2025-05-25 19:36:00,2025-05-26 22:36:00,2025-05-27 18:36:00,17.941454,77.497285,Complainant reported that the victim was forcibly taken away from a commercial complex.
33886,8.00E+17,202300001,09-03-2023,148,282,4,1,1,4,2,345,2023-03-08 16:56:00,2023-03-09 08:56:00,2023-03-09 16:56:00,17.927964,77.510512,Complainant reported that the victim was forcibly taken away from the railway station area.
7902,8.00E+17,202400001,04-07-2024,870,282,4,2,2,5,3,347,2024-07-03 15:10:00,2024-07-03 04:10:00,2024-07-04 07:10:00,17.934491,77.519194,Complainant reported theft of personal property from the main market.
27640,8.00E+17,202400002,27-09-2024,686,282,4,2,1,3,2,348,2024-09-27 00:19:00,2024-09-26 18:19:00,2024-09-27 04:19:00,17.937013,77.499633,Complainant reported a physical assault causing serious injury to the victim at the railway station area.
38409,8.00E+17,202400003,01-10-2024,318,282,4,1,1,2,1,19,2024-10-01 21:46:00,2024-09-30 22:46:00,2024-10-01 21:46:00,17.939038,77.519093,Complainant stated the accused attacked the victim with intent to kill near a highway stretch.
3875,8.00E+17,202400004,18-10-2024,36,282,4,2,2,5,1,348,2024-10-17 10:08:00,2024-10-17 00:08:00,2024-10-18 08:08:00,17.940834,77.523795,Complainant reported theft of personal property from a residential colony.
16827,8.00E+17,202400005,12-12-2024,687,282,4,2,2,5,1,348,2024-12-11 15:02:00,2024-12-11 14:02:00,2024-12-12 00:02:00,17.943575,77.517579,Complainant reported theft of personal property from a residential street.
15230,8.00E+17,202500001,05-03-2025,811,282,4,1,2,8,3,19,2025-03-05 03:49:00,2025-03-05 04:49:00,2025-03-05 09:49:00,17.934534,77.496377,Complainant reported being robbed at knife/gunpoint near the bus stand.
39126,8.00E+17,202500002,25-10-2025,211,282,4,2,2,5,3,351,2025-10-23 11:32:00,2025-10-24 16:32:00,2025-10-25 10:32:00,17.939532,77.515064,Complainant reported theft of personal property from a highway stretch.
29079,1.00E+17,202300001,23-12-2023,587,283,1,2,2,6,3,351,2023-12-21 06:06:00,2023-12-22 16:06:00,2023-12-23 02:06:00,17.926237,77.496503,Complainant reported that the accused snatched a gold chain from the victim near a residential street and fled on a two-wheeler.
17233,1.00E+17,202300002,29-12-2023,1011,283,1,1,1,4,4,19,2023-12-28 17:53:00,2023-12-28 19:53:00,2023-12-29 06:53:00,17.91271,77.519802,Complainant reported that the victim was forcibly taken away from the bus stand.
19410,1.00E+17,202400001,02-03-2024,431,283,1,2,2,5,1,349,2024-03-01 22:01:00,2024-03-02 03:01:00,2024-03-02 20:01:00,17.923125,77.516085,Complainant reported theft of personal property from a residential colony.
18903,1.00E+17,202400002,03-08-2024,234,283,1,1,1,2,3,345,2024-08-03 10:27:00,2024-08-03 11:27:00,2024-08-03 14:27:00,17.923804,77.509568,Complainant stated the accused attacked the victim with intent to kill near a highway stretch.
19909,1.00E+17,202400003,07-08-2024,1262,283,1,2,2,5,3,353,2024-08-06 13:12:00,2024-08-06 04:12:00,2024-08-07 19:12:00,17.932904,77.50411,Complainant reported theft of personal property from a commercial complex.
15813,1.00E+17,202400004,05-09-2024,344,283,1,1,2,8,3,345,2024-09-04 17:27:00,2024-09-04 06:27:00,2024-09-05 00:27:00,17.924482,77.504647,Complainant reported being robbed at knife/gunpoint near a highway stretch.
24996,1.00E+17,202500001,03-01-2025,503,283,1,1,1,1,3,19,2025-01-01 14:11:00,2025-01-02 05:11:00,2025-01-03 09:11:00,17.919176,77.506178,Complainant reported that the victim was found dead with injuries under suspicious circumstances near the main market.
20081,1.00E+17,202500002,21-02-2025,1335,283,1,2,2,5,2,352,2025-02-21 10:54:00,2025-02-21 16:54:00,2025-02-21 16:54:00,17.925742,77.504483,Complainant reported theft of personal property from a residential street.
3256,1.00E+17,202500003,27-02-2025,83,283,1,2,2,6,3,351,2025-02-27 11:41:00,2025-02-27 06:41:00,2025-02-27 23:41:00,17.936079,77.500324,Complainant reported that the accused snatched a gold chain from the victim near a residential street and fled on a two-wheeler.
1588,1.00E+17,202500004,01-05-2025,30,283,1,2,2,7,3,347,2025-04-30 11:41:00,2025-04-30 15:41:00,2025-05-01 02:41:00,17.921652,77.504873,Complainant reported that unknown persons broke into the premises at a commercial complex and stole valuables.
